duration,router,agents,graph,resolver,ewma-tau,max-age,rc,time_s,orders,conflicts,avg_wait,avg_reverse,avg_speed,avg_order_time,sim_speed
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.574,1559,234,0.6614718614654559,31.712931034196547,2.143494242414786,690.9899999944815,19270.575
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.554,1582,210,0.6374999999949892,31.379326922791087,2.1441702087229326,682.1012121157572,19492.389
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.547,1608,210,0.6531100478404179,29.95714285685207,2.1440477779205387,669.4000626512947,19520.723
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.579,1580,213,0.6447619047575357,29.270476190253387,2.1445935239320892,683.8459744354237,19373.081
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.705,1588,199,0.6442211055224403,33.8160804017413,2.1425696189391488,678.912158724732,18251.844
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.618,1611,200,0.6609999999951626,34.49799999972756,2.1433200187668904,669.0603631756189,19110.588
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.601,1584,218,0.6273148148098031,25.637788018190633,2.1448475272957412,679.6927434700646,19127.804
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.568,1599,238,0.6101265822743226,30.200421940719313,2.142944858003492,672.9593198938668,19388.098
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.557,1612,200,0.5902564102511213,30.329441624092215,2.1450260815366193,668.0291119396276,19413.409
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.598,1586,190,0.5882352941124369,25.525396825192132,2.146957042142033,679.8510814195032,19136.502
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.575,1608,210,0.6293269230719314,28.446411483025706,2.143138223640185,672.352605142137,19375.242
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.592,1548,215,0.6361904761848355,27.036492890727107,2.1415399931818486,696.1366123722871,19186.535
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.533,1588,178,0.6670520231163166,26.450867051845908,2.144067842544156,677.6462416691814,19570.452
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.595,1592,189,0.6221621621584033,31.2150537632162,2.145601654615948,676.6759657957333,19166.235
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.579,1601,219,0.5999999999953637,29.941013824644045,2.14557157227858,673.1034623805167,19269.184
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.581,1595,199,0.5843434343390305,26.70151515130457,2.1437102339588665,675.8991155978762,19293.894
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.565,1561,195,0.602061855665565,25.762051281843718,2.1436253146242943,692.4278603693759,19413.441
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.566,1612,209,0.6237864077617135,28.693719806534844,2.142052556289622,668.1890034310827,19560.747
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.569,1575,182,0.5960893854707948,27.12055555534868,2.143104381266908,683.6786056868918,19436.333
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.543,1615,193,0.7072916666628508,28.097916666493916,2.143433933305514,669.1907644252149,19568.630
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.596,1576,205,0.6136585365806349,28.542439024182165,2.1434458292290244,682.1637787669345,19201.761
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.571,1593,190,0.5952631578907445,29.99631578924873,2.1420140319703287,678.3349492974852,19335.683
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.562,1588,189,0.6465240641654385,28.626063829554205,2.145593122139945,678.9674817348084,19444.327
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.582,1613,199,0.6406091370505382,30.52233502507159,2.1413851039524974,669.7896465382747,19264.904
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.564,1601,223,0.679185520356515,31.971493212426545,2.143818547941388,674.0051968450024,19471.971
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.571,1554,207,0.6279411764650893,29.828921568365658,2.1422644834186935,693.2008746300231,19319.021
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.566,1570,208,0.6014492753570816,30.085990337914968,2.144022553125694,687.1351637709961,19383.660
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.556,1598,206,0.6312195121904807,31.94926829245366,2.1428668645976607,673.7045067705361,19510.901
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.550,1592,197,0.703571428566462,33.097448979346204,2.1442375654091124,675.2684343380338,19525.222
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.575,1596,227,0.6159999999951431,26.31017699091727,2.141618250265309,675.4705585304113,19309.011
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.567,1618,201,0.6270408163213644,28.87551020384032,2.143074779245471,665.3985051332694,19370.388
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.582,1608,217,0.6453271027995289,32.628037382936206,2.14374892254956,671.2903894418723,19251.296
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.573,1591,210,0.6350961538415881,30.064903845932403,2.1446693278892384,678.1177439742963,19367.454
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.587,1589,200,0.6151515151465201,27.187878787644216,2.1436536973891567,677.4905259768403,19249.020
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.574,1606,198,0.6183673469336537,30.40918367322294,2.1452190141001326,671.9351020354408,19435.641
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.563,1589,220,0.6322727272673215,32.0690909088207,2.141716316431655,676.8320874193631,19346.304
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.582,1589,206,0.6151219512147417,30.87365853630907,2.1437933410001255,679.0302510273053,19235.562
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.607,1590,231,0.6732456140297799,27.658078602360863,2.1422464376697667,677.2374406027593,19095.611
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.581,1560,199,0.5999999999949983,25.472959183471083,2.145628012458546,691.7602460287889,19280.771
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.573,1610,210,0.6288461538410114,33.96634615354642,2.144045823271878,669.2091677042852,19335.413
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.550,1583,169,0.5910179640672109,30.57125748479717,2.1462637438179404,680.4195160722463,19432.508
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.594,1595,214,0.6298578199003745,31.788207546899393,2.14199038199702,675.8325963306647,19085.039
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.589,1558,196,0.6234374999951274,34.3621761655567,2.1457875245301454,691.039061483153,19220.319
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.537,1622,221,0.6009216589805682,27.42374429198427,2.143603103246672,666.657142851804,19653.321
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.574,1571,179,0.5999999999956847,28.815083798687716,2.144623111633952,688.6820809193359,19318.765
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.586,1600,196,0.6468749999948168,32.82604166639868,2.142275805457564,673.9178695187233,19267.542
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.569,1580,175,0.6373563218353332,27.655747126252983,2.146025337978404,680.9634363987669,19341.915
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.563,1589,214,0.6511848341177501,27.744339622438766,2.146633899066951,676.9790926341908,19327.624
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.544,1599,199,0.5893939393891499,24.9333333331467,2.1453626346389987,672.017663722597,19493.627
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.568,1610,206,0.6699999999948295,28.436633663116094,2.144056556449031,670.568066431492,19334.466
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.585,1588,209,0.6241545893661592,26.973429951423945,2.1451632483826386,679.8242385732345,19225.014
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.573,1568,206,0.6174999999947647,27.45792079184662,2.1450898334404265,688.4264053912106,19383.102
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.536,1620,216,0.6668246445445186,27.6199052130411,2.1429603387383467,665.7607287396179,19662.085
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.638,1549,229,0.6735682819340438,25.580263157757603,2.144326337623304,696.5946544924785,18864.008
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.568,1597,227,0.6607305936013181,29.494063926677995,2.143279335506384,674.07994955325,19359.424
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.579,1575,222,0.6671232876656281,34.458447488296784,2.143981008023329,685.2989123425625,19273.625
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.564,1593,204,0.6856435643504659,31.895544554211146,2.1417500325583014,676.3682163133774,19403.707
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.558,1599,201,0.6944723618038547,30.285427135440138,2.142503106786515,674.6155275536552,19537.310
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.560,1595,185,0.5929347826035588,23.163586956333916,2.1447157430525743,675.011647721876,19444.967
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.553,1598,215,0.6270142180047381,25.932701421616624,2.145077986197243,673.5628940677605,19478.725
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.571,1590,180,0.6179775280850138,29.855307262314014,2.145343859638069,676.203331212881,19314.029
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.573,1591,194,0.6350785340264544,24.03886010343238,2.146638011198531,677.5056364733657,19397.533
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.591,1578,186,0.6082417582366181,27.0333333331429,2.144572556349845,682.3300478414354,19279.664
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.531,1612,198,0.609183673465453,28.251269035346464,2.144054370518718,667.3274117961028,19688.687
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.634,1592,225,0.6587443946148793,30.665470851813662,2.14447299721486,677.3234661552339,18757.912
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.541,1582,175,0.5843930635796556,27.883908045746878,2.1470179063427506,680.70847133214,19572.662
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.552,1574,202,0.5970149253675144,25.008955223675834,2.143428939911895,684.4936939766003,19503.268
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.569,1597,204,0.6357843137199527,26.977450980150852,2.1461926143035335,675.7537780534062,19413.317
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.596,1589,229,0.6887892376624956,31.85695067235011,2.141888691065544,677.915450502199,19137.482
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.593,1598,226,0.6367713004430077,31.76607142830724,2.1428285132635354,674.3880832228542,19272.086
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.573,1566,222,0.624999999995881,29.478181817978637,2.1417434713658516,687.8040231679848,19386.128
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.587,1565,204,0.6472081218221359,31.852791877905446,2.14359216356186,689.1698872730695,19300.249
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.555,1626,230,0.6356828193778774,31.976651982115385,2.1429618049136425,661.6981102797217,19448.722
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.584,1582,191,0.6311827956939948,29.03924731157679,2.142620854843111,680.2480597909996,19280.534
43200,stat,50,maps/large_map.geojson,reverse,600,3000,0,2.581,1564,215,0.6331753554455457,33.57122641480688,2.144711885035896,687.808835853913,19234.261
